0.000 0.000 0.000 0 0.000 0.000 0.000
0.000 0.000 0.111 1 0.000 0.000 0.111
0.000 0.000 0.222 2 0.000 0.000 0.222
0.000 0.000 0.333 3 0.000 0.000 0.333
0.000 0.000 0.444 4 0.000 0.000 0.444
0.000 0.000 0.556 5 0.000 0.000 0.556
0.000 0.000 0.667 6 0.000 0.000 0.667
0.000 0.000 0.778 7 0.000 0.000 0.778
0.000 0.000 0.889 8 0.000 0.000 0.889
0.000 0.000 1.000 9 0.000 0.000 1.000
0.000 0.111 0.000 10 0.000 0.111 0.000
0.000 0.111 0.111 11 0.000 0.111 0.111
0.000 0.111 0.222 12 0.000 0.111 0.222
0.000 0.111 0.333 13 0.000 0.111 0.333
0.000 0.111 0.444 14 0.000 0.111 0.444
0.000 0.111 0.556 15 0.000 0.111 0.556
0.000 0.111 0.667 16 0.000 0.111 0.667
0.000 0.111 0.778 17 0.000 0.111 0.778
0.000 0.111 0.889 18 0.000 0.111 0.889
0.000 0.111 1.000 19 0.000 0.111 1.000
0.000 0.222 0.000 20 0.000 0.222 0.000
0.000 0.222 0.111 21 0.000 0.222 0.111
0.000 0.222 0.222 22 0.000 0.222 0.222
0.000 0.222 0.333 23 0.000 0.222 0.333
0.000 0.222 0.444 24 0.000 0.222 0.444
0.000 0.222 0.556 25 0.000 0.222 0.556
0.000 0.222 0.667 26 0.000 0.222 0.667
0.000 0.222 0.778 27 0.000 0.222 0.778
0.000 0.222 0.889 28 0.000 0.222 0.889
0.000 0.222 1.000 29 0.000 0.222 1.000
0.000 0.333 0.000 30 0.000 0.333 0.000
0.000 0.333 0.111 31 0.000 0.333 0.111
0.000 0.333 0.222 32 0.000 0.333 0.222
0.000 0.333 0.333 33 0.000 0.333 0.333
0.000 0.333 0.444 34 0.000 0.333 0.444
0.000 0.333 0.556 35 0.000 0.333 0.556
0.000 0.333 0.667 36 0.000 0.333 0.667
0.000 0.333 0.778 37 0.000 0.333 0.778
0.000 0.333 0.889 38 0.000 0.333 0.889
0.000 0.333 1.000 39 0.000 0.333 1.000
0.000 0.444 0.000 40 0.000 0.444 0.000
0.000 0.444 0.111 41 0.000 0.444 0.111
0.000 0.444 0.222 42 0.000 0.444 0.222
0.000 0.444 0.333 43 0.000 0.444 0.333
0.000 0.444 0.444 44 0.000 0.444 0.444
0.000 0.444 0.556 45 0.000 0.444 0.556
0.000 0.444 0.667 46 0.000 0.444 0.667
0.000 0.444 0.778 47 0.000 0.444 0.778
0.000 0.444 0.889 48 0.000 0.444 0.889
0.000 0.444 1.000 49 0.000 0.444 1.000
0.000 0.556 0.000 50 0.000 0.556 0.000
0.000 0.556 0.111 51 0.000 0.556 0.111
0.000 0.556 0.222 52 0.000 0.556 0.222
0.000 0.556 0.333 53 0.000 0.556 0.333
0.000 0.556 0.444 54 0.000 0.556 0.444
0.000 0.556 0.556 55 0.000 0.556 0.556
0.000 0.556 0.667 56 0.000 0.556 0.667
0.000 0.556 0.778 57 0.000 0.556 0.778
0.000 0.556 0.889 58 0.000 0.556 0.889
0.000 0.556 1.000 59 0.000 0.556 1.000
0.000 0.667 0.000 60 0.000 0.667 0.000
0.000 0.667 0.111 61 0.000 0.667 0.111
0.000 0.667 0.222 62 0.000 0.667 0.222
0.000 0.667 0.333 63 0.000 0.667 0.333
0.000 0.667 0.444 64 0.000 0.667 0.444
0.000 0.667 0.556 65 0.000 0.667 0.556
0.000 0.667 0.667 66 0.000 0.667 0.667
0.000 0.667 0.778 67 0.000 0.667 0.778
0.000 0.667 0.889 68 0.000 0.667 0.889
0.000 0.667 1.000 69 0.000 0.667 1.000
0.000 0.778 0.000 70 0.000 0.778 0.000
0.000 0.778 0.111 71 0.000 0.778 0.111
0.000 0.778 0.222 72 0.000 0.778 0.222
0.000 0.778 0.333 73 0.000 0.778 0.333
0.000 0.778 0.444 74 0.000 0.778 0.444
0.000 0.778 0.556 75 0.000 0.778 0.556
0.000 0.778 0.667 76 0.000 0.778 0.667
0.000 0.778 0.778 77 0.000 0.778 0.778
0.000 0.778 0.889 78 0.000 0.778 0.889
0.000 0.778 1.000 79 0.000 0.778 1.000
0.000 0.889 0.000 80 0.000 0.889 0.000
0.000 0.889 0.111 81 0.000 0.889 0.111
0.000 0.889 0.222 82 0.000 0.889 0.222
0.000 0.889 0.333 83 0.000 0.889 0.333
0.000 0.889 0.444 84 0.000 0.889 0.444
0.000 0.889 0.556 85 0.000 0.889 0.556
0.000 0.889 0.667 86 0.000 0.889 0.667
0.000 0.889 0.778 87 0.000 0.889 0.778
0.000 0.889 0.889 88 0.000 0.889 0.889
0.000 0.889 1.000 89 0.000 0.889 1.000
0.000 1.000 0.000 90 0.000 1.000 0.000
0.000 1.000 0.111 91 0.000 1.000 0.111
0.000 1.000 0.222 92 0.000 1.000 0.222
